OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,MonitoringLocationIdentifier,ResultIdentifier,CharacteristicName,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600076,USGS-03497300,NWIS-92859990,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600076,USGS-03497300,NWIS-92859991,Organic Nitrogen,Historical Lower Reporting Limit,0.07,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600076,USGS-03497300,NWIS-92859992,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600072,USGS-03497300,NWIS-79177516,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600072,USGS-03497300,NWIS-92654341,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600072,USGS-03497300,NWIS-92654344,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600072,USGS-03497300,NWIS-92654345,Organic Nitrogen,Historical Lower Reporting Limit,0.08,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600072,USGS-03497300,NWIS-92654346,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600071,USGS-03497300,NWIS-81748701,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600071,USGS-03497300,NWIS-94742559,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600073,USGS-03497300,NWIS-59071534,"Biomass, periphyton",Lower Reporting Limit,0.1,g/m2,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600073,USGS-03497300,NWIS-59071535,"Biomass, periphyton",Lower Reporting Limit,0.1,g/m2,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600073,USGS-03497300,NWIS-59071618,"Biomass, periphyton",Lower Reporting Limit,0.1,g/m2,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600073,USGS-03497300,NWIS-94173199,Pheophytin a,Lower Reporting Limit,0.1,mg/m2,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600073,USGS-03497300,NWIS-94173200,Chlorophyll a,Lower Reporting Limit,0.1,mg/m2,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600097,USGS-03497300,NWIS-62091886,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600097,USGS-03497300,NWIS-97201793,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600097,USGS-03497300,NWIS-97201879,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600097,USGS-03497300,NWIS-97201880,Organic Nitrogen,Historical Lower Reporting Limit,0.06,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600097,USGS-03497300,NWIS-97201881,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600100,USGS-03497300,NWIS-59691882,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600100,USGS-03497300,NWIS-93887508,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600100,USGS-03497300,NWIS-93887511,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600100,USGS-03497300,NWIS-93887512,Organic Nitrogen,Historical Lower Reporting Limit,0.04,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600100,USGS-03497300,NWIS-93887513,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700035,USGS-03497300,NWIS-79920179,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700035,USGS-03497300,NWIS-79920180,Nitrate,Historical Lower Reporting Limit,0.044,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700035,USGS-03497300,NWIS-79920181,Nitrate,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700035,USGS-03497300,NWIS-79920182,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700035,USGS-03497300,NWIS-79920183,Organic Nitrogen,Historical Lower Reporting Limit,0.07,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700035,USGS-03497300,NWIS-79920184,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700035,USGS-03497300,NWIS-79967720,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700036,USGS-03497300,NWIS-77790356,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700036,USGS-03497300,NWIS-78114367,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700036,USGS-03497300,NWIS-78114452,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700036,USGS-03497300,NWIS-78114453,Organic Nitrogen,Historical Lower Reporting Limit,0.06,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700037,USGS-03497300,NWIS-15788514,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700037,USGS-03497300,NWIS-78989091,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700037,USGS-03497300,NWIS-78989092,Nitrate,Historical Lower Reporting Limit,0.044,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700037,USGS-03497300,NWIS-78989093,Nitrate,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700037,USGS-03497300,NWIS-78989094,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700037,USGS-03497300,NWIS-78989095,Organic Nitrogen,Historical Lower Reporting Limit,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700040,USGS-03497300,NWIS-16465569,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700040,USGS-03497300,NWIS-81439337,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700040,USGS-03497300,NWIS-81439338,Nitrate,Historical Lower Reporting Limit,0.044,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700040,USGS-03497300,NWIS-81439339,Nitrate,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700040,USGS-03497300,NWIS-81439340,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700040,USGS-03497300,NWIS-81439341,Organic Nitrogen,Historical Lower Reporting Limit,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700040,USGS-03497300,NWIS-81439410,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700043,USGS-03497300,NWIS-15915694,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700043,USGS-03497300,NWIS-79204962,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700043,USGS-03497300,NWIS-79204963,Nitrate,Historical Lower Reporting Limit,0.044,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700043,USGS-03497300,NWIS-79204964,Nitrate,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700043,USGS-03497300,NWIS-79204965,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700043,USGS-03497300,NWIS-79204966,Organic Nitrogen,Historical Lower Reporting Limit,0.12,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700053,USGS-03497300,NWIS-16958495,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700053,USGS-03497300,NWIS-79869842,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700053,USGS-03497300,NWIS-79869845,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700053,USGS-03497300,NWIS-79869846,Organic Nitrogen,Historical Lower Reporting Limit,0.06,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700053,USGS-03497300,NWIS-79869847,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700056,USGS-03497300,NWIS-16448556,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700056,USGS-03497300,NWIS-16448559,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700056,USGS-03497300,NWIS-16448560,Organic Nitrogen,Historical Lower Reporting Limit,0.03,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700056,USGS-03497300,NWIS-16448561,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700056,USGS-03497300,NWIS-17623274,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700057,USGS-03497300,NWIS-16075190,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700057,USGS-03497300,NWIS-16075193,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700057,USGS-03497300,NWIS-16075194,Organic Nitrogen,Historical Lower Reporting Limit,0.01,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700057,USGS-03497300,NWIS-16075260,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700057,USGS-03497300,NWIS-17044737,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700060,USGS-03497300,NWIS-17057729,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700060,USGS-03497300,NWIS-17057732,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700060,USGS-03497300,NWIS-17057733,Organic Nitrogen,Historical Lower Reporting Limit,0.04,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700060,USGS-03497300,NWIS-17057734,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700060,USGS-03497300,NWIS-19377261,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700061,USGS-03497300,NWIS-18629800,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700061,USGS-03497300,NWIS-18629856,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700061,USGS-03497300,NWIS-18629857,Organic Nitrogen,Historical Lower Reporting Limit,0.02,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700061,USGS-03497300,NWIS-18629858,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700061,USGS-03497300,NWIS-19730785,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700074,USGS-03497300,NWIS-19767336,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700074,USGS-03497300,NWIS-19767339,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700074,USGS-03497300,NWIS-19767340,Organic Nitrogen,Historical Lower Reporting Limit,0.03,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700074,USGS-03497300,NWIS-19767341,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700074,USGS-03497300,NWIS-20668239,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700112,USGS-03497300,NWIS-21116256,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700112,USGS-03497300,NWIS-21118134,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700112,USGS-03497300,NWIS-21118135,Organic Nitrogen,Historical Lower Reporting Limit,0.06,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700112,USGS-03497300,NWIS-21118136,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700112,USGS-03497300,NWIS-22714368,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700130,USGS-03497300,NWIS-53165707,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700130,USGS-03497300,NWIS-53165710,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700130,USGS-03497300,NWIS-53165711,Organic Nitrogen,Historical Lower Reporting Limit,0.13,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700130,USGS-03497300,NWIS-80278875,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700133,USGS-03497300,NWIS-52657809,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700133,USGS-03497300,NWIS-52657812,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700133,USGS-03497300,NWIS-52657813,Organic Nitrogen,Historical Lower Reporting Limit,0.07,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700133,USGS-03497300,NWIS-78072876,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700134,USGS-03497300,NWIS-16435157,Organic Nitrogen,Historical Lower Reporting Limit,0.04,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700134,USGS-03497300,NWIS-16435159,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700134,USGS-03497300,NWIS-16435162,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700134,USGS-03497300,NWIS-98884506,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700151,USGS-03497300,NWIS-52347352,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700151,USGS-03497300,NWIS-91873108,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700151,USGS-03497300,NWIS-91873109,Organic Nitrogen,Historical Lower Reporting Limit,0.07,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700151,USGS-03497300,NWIS-91873174,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700150,USGS-03497300,NWIS-54023389,"Biomass, periphyton",Lower Reporting Limit,0.1,g/m2,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700150,USGS-03497300,NWIS-54023390,"Biomass, periphyton",Lower Reporting Limit,0.1,g/m2,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700150,USGS-03497300,NWIS-54023391,"Biomass, periphyton",Lower Reporting Limit,0.1,g/m2,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700150,USGS-03497300,NWIS-54023392,Chlorophyll a,Lower Reporting Limit,0.1,mg/m2,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700150,USGS-03497300,NWIS-54023393,Pheophytin a,Lower Reporting Limit,0.1,mg/m2,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700152,USGS-03497300,NWIS-54079952,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700152,USGS-03497300,NWIS-54079955,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700152,USGS-03497300,NWIS-54079956,Organic Nitrogen,Historical Lower Reporting Limit,0.06,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700152,USGS-03497300,NWIS-54079957,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01700152,USGS-03497300,NWIS-55201723,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800014,USGS-03497300,NWIS-56221361,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800015,USGS-03497300,NWIS-57544133,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800015,USGS-03497300,NWIS-57544136,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800015,USGS-03497300,NWIS-57544137,Organic Nitrogen,Historical Lower Reporting Limit,0.03,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800015,USGS-03497300,NWIS-57544138,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800015,USGS-03497300,NWIS-57940083,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800016,USGS-03497300,NWIS-55104138,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800016,USGS-03497300,NWIS-55104141,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800016,USGS-03497300,NWIS-55104142,Organic Nitrogen,Historical Lower Reporting Limit,0.03,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800016,USGS-03497300,NWIS-55104143,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800016,USGS-03497300,NWIS-55339664,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800024,USGS-03497300,NWIS-98558549,Organic Nitrogen,Historical Lower Reporting Limit,0.02,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800024,USGS-03497300,NWIS-98558550,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01800024,USGS-03497300,NWIS-98558551,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
